name	paragraphs
Unidentified_flying_object	"Starting in 1947, the U.S. Air Force began to record and investigated UFO reports with Project Sign looking into ""more than 250 cases"" from 1947 to 1949. It was replaced by Project Grudge up through 1951.[62] In the third U.S. Air Force program, from March 1952 to its termination in December 1969,[63] ""the U.S. Air Force cataloged 12,618 sightings of UFOs as part of what is now known as Project Blue Book"".[64] In the late 1950s, public pressure mounted for a full declassification of all UFO records, but the CIA played a role in refusing to allow this.[65] This sense was not universal in the CIA, however, as fellow NICAP official Donald E. Keyhoe wrote that Vice Admiral Roscoe Hillenkoetter, the first director of the CIA, ""wanted public disclosure of UFO evidence"".[66] Official U.S. Air Force interest in UFO reports went on hiatus in 1969 after a study by the University of Colorado led by Edward U. Condon and known as the Condon Report concluded ""that nothing has come from the study of UFOs in the past 21 years that has added to scientific knowledge"" and that further time investigating UFO reports ""cannot be justified"".[64]"
Unidentified_flying_object	"From the 1960s to 1990s, UFOs were part of American popular culture's obsession with the supernatural and paranormal. In 1961, the first alien abduction account was sensationalized when Barney and Betty Hill underwent hypnosis after seeing a UFO and reported recovered memories of their experience that became ever more elaborate as the years went by.[67] In 1966, 5% of Americans reported to Gallup that ""they had at some time seen something they thought was a 'flying saucer'"", 96% said ""they had heard or read about flying saucers"", and 46% of these ""thought they were 'something real' rather than just people's imagination"".[68] Responding to UFO enthusiasm, there have always been consistent yet less popular efforts made at debunking many of the claims,[53] and at times the media was enlisted including a 1966 TV special, ""UFO: Friend, Foe or Fantasy?"", in which Walter Cronkite ""patiently"" explained to viewers that UFOs were fantasy.[60] Cronkite enlisted Carl Sagan and J. Allen Hynek, who told Cronkite, ""To this time, there is no valid scientific proof that we have been visited by spaceships"".[69]"
Unidentified_flying_object	"Such attempts to disenchant the zeitgeist were not very successful at tamping down the mania. Keith Kloor notes that the ""allure of flying saucers"" remained popular with the public into the 1970s, spurring production of such sci-fi films, as Close Encounters of the Third Kind and Alien, which ""continued to stoke public fascination"". Meanwhile, Leonard Nimoy narrated a popular occult and mystery TV series In Search of... while daytime talk shows of Mike Douglas, Merv Griffin, and Phil Donahue featured interviews with alien abductees and people who credulously reported stories about UFOs .[53] In the 1980s and 1990s, UFO stories featured in such pulp ""true crime"" serials as Unsolved Mysteries[70] while the 33 Volume Time-Life series Mysteries of the Unknown which featured UFO stories sold some 700,000 copies.[71] Kloor writes that by the late 1990s, ""other big UFO subthemes had been prominently introduced into pop culture, such as the abduction phenomenon and government conspiracy narrative, via best-selling books and, of course, The X-Files"".[69]"
Unidentified_flying_object	"Eghigian notes that, by this point, the UFO problem had become ""far more interesting to ponder than to actually solve.""[53] Interest was particularly fevered in the 1990s with the publicity surrounding the television broadcast of an Alien autopsy video marketed as ""real footage"" but later admitted to be a staged ""re-enactment"".[72] Eghigian writes that ""there had always been outlier abduction reports dating back to the '50s and '60s"" but that in the '80s and '90s ""the floodgates opened, and with them a new generation of UFO advocates"". Leaders among them were the artist Budd Hopkins, horror writer Whitley Strieber, historian David Jacobs, and Harvard psychiatrist John Mack. They all defended the ""veracity of those claiming to have been kidnapped, examined, and experimented upon by beings from another world"", writes Eghigian, as ""new missionaries who simultaneously played the role of investigator, therapist, and advocate to their vulnerable charges"".[53] Eghigian says that Mack ""signaled both the culmination and end of the headiest days of alien abduction"". When Mack began working with and publishing accounts of abductees—or ""experiencers"", as he called them—in the early 1990s, he brought a sense of legitimacy to ""the study of extraterrestrial captivity"". By the late 1990s, however, the Harvard Medical School initiated a review of his position which allowed him to retain tenure. However, after this review, as the review board chairman Arnold Relman later put it, Mack was ""not taken seriously by his colleagues anymore"". Claims of alien abduction have continued, but no other clinicians would continue to speak of them as real in any sense.[53] Nonetheless, these ideas persisted in popular opinion. According to a 1996 poll by Newsweek, 20% of Americans believed that UFOs were more likely to be proof of alien life than to have a natural scientific explanation.[73]"
Unidentified_flying_object	"In December 2017, a new round of media attention started when The New York Times broke the story of the secret Advanced Aviation Threat Identification Program that was funded from 2007 to 2012 with $22 million spent on the program.[74][75] Following this story, along with a series of sensationalized Pentagon UFO videos leaked by members of the program who became convinced that UFOs were genuine mysteries worth investigating, there was an increase in mainstream attention to UFO stories. In July 2021, Harvard astronomer Avi Loeb announced the creation of his Galileo Project which intended to use high-tech astronomical equipment to seek evidence of extraterrestrial artifacts in space and possibly within Earth's atmosphere. This was followed closely by the publication of Loeb's book Extraterrestrial, in which he argued that the first interstellar comet ever observed, 'Oumuamua, might be an artificial light sail made by an alien civilization.[53] Two government sponsored programs, NASA's UAP independent study team and the All-domain Anomaly Resolution Office were charged in part by Congressional fiat to investigate UFO claims more fully,[76][77][78] adopting the new moniker ""unexplained aerial phenomenon"" (UAP) to avoid associations with past sensationalism.[79] On 17 May 2022, members of the United States House Intelligence Subcommittee on Counterterrorism, Counterintelligence and Counterproliferation held congressional hearings with top military officials to discuss military reports of UAPs.[80] It was the first public congressional hearing into UFO sightings in the US in over 50 years. Another Congressional hearing took place on July 26, 2023, featuring the whistleblower claims of former U.S. Air Force (USAF) officer and intelligence official David Grusch.[81][82][83]"
Unidentified_flying_object	"A Harris Poll in 2009 found that 32% of Americans ""believe in UFOs"".[84] A National Geographic study in June 2012 found that 36% of Americans believe UFOs exist and that 10% thought that they had spotted one.[85] In June 2021 a Pew research poll found that 51% in the United States thought that UFOs reported by people in the military were likely to be evidence of intelligent life from beyond the Earth.[86] In August 2021, Gallup, with a question not specific to military reports, only found that 41% of adults believed some UFOs involve alien spacecraft from other planets. This Gallup poll showed 44% of men and 38% of women believed this. This average of 41% in 2021 was up from 33% in a 2019 Gallup poll with the same question. Gallup further found that college graduates went in 2019 from being the least likely educational group to believe this to being on par in 2021 with adults who have no college education.[87] An October 2022 poll by YouGov only found that 34% of Americans believe that UFOs are likely to involve alien life forms.[88]"
Unidentified_flying_object	"Historian Greg Eghigian wrote in August 2021 that ""over the last fifty years, the mutual antagonism between paranormal believers and skeptics has largely framed discussion about unidentified flying objects"" and that ""it often gets personal"" with those taking seriously the prospect that UFOs are extraterrestrial in origin dismissing those who consider UFOs to be worth studying as ""narrow-minded, biased, obstinate, and cruel"" while the skeptics brushed off ""devotees"" as ""naïve, ignorant, gullible, and downright dangerous"". Such ""mudslinging over convictions is certainly familiar to historians of religion, a domain of human existence marked by deep divisions over interpretations of belief"", and science too has found itself engaged increasing amounts of ""boundary work"" (which is ""asserting and reasserting the borders between legitimate and illegitimate scientific research and ideas, between what may and what may not refer to itself as science"") with regard to UFO questions. Eghigian points out our current ""stark divide did not happen overnight, and its roots lie in the postwar decades, in a series of events that—with their news coverage, grainy images, celebrity crusaders, exasperated skeptics, unsatisfying military statements, and accusations of a government cover-up—foreshadow our present moment"".[53]"
Unidentified_flying_object	"UFOs have been taken up by religious studies scholars in various scholarly books.[89][90][91] Jeffrey Kripal, chair of the Department of Religion at Rice University, has said that ""both the material and the mental dimensions [of UFOs] are incredibly important to get a sense of the full picture"".[92] As Adrian Horton writes ""from The X-Files to Men in Black, Close Encounters of the Third Kind to Star Wars to Marvel, Hollywood has for decades provided an engrossing feedback loop for interest in the extraterrestrial: a reflection of our fears and capaciousness, whose ubiquitous popularity has in turn fueled more interest in UFOs as perennially compelling entertainment tropes not to be taken seriously"". Horton observes that these ""alien movies have generally reflected shifting cultural anxieties, from the existential terror of nuclear war to foreign enslavement to loss of bodily control"". American entertainment has explored both ""hostile aliens"" as well as the ""benevolent, world-expanding encounters"" seen in films such as Steven Spielberg's Close Encounters of the Third Kind and E.T. the Extra-Terrestrial.[93] In her research on the relationship of media to UFO beliefs, Diana Walsh Pasulka, a professor of philosophy and religion at the University of North Carolina, says that what is seen on a screen, ""if it conforms to certain criteria, is interpreted as real, even if it is not real and even if one knows it is not real"" and that ""screen images embed themselves in one's brain and memories"" in ways that ""can determine how one views one's past and even determine one's future behaviors"".[94]"
Unidentified_flying_object	UFOs have been subject to investigations over the years that varied widely in scope and scientific rigor. Governments or independent academics in the United States, Canada, the United Kingdom, Japan, Peru, France, Belgium, Sweden, Brazil, Chile, Uruguay, Mexico, Spain, and the Soviet Union are known to have investigated UFO reports at various times. No official government investigation has ever publicly concluded that UFOs are indisputably real, physical objects, extraterrestrial in origin, or of concern to national defense.
Unidentified_flying_object	Among the best known government studies are the ghost rockets investigation by the Swedish military (1946–1947), Project Blue Book, previously Project Sign and Project Grudge, conducted by the USAF from 1947 until 1969, the secret U.S. Army/Air Force Project Twinkle investigation into green fireballs (1948–1951), the secret USAF Project Blue Book Special Report No. 14[95] by the Battelle Memorial Institute, and the Brazilian Air Force's 1977 Operação Prato (Operation Saucer). France has had an ongoing investigation (GEPAN/SEPRA/GEIPAN) within its space agency Centre national d'études spatiales (CNES) since 1977; the government of Uruguay has had a similar investigation since 1989.
Unidentified_flying_object	On October 31, 2008, the National Archives of Brazil began receiving from the Aeronautical Documentation and History Center part of the documentation of the Brazilian Air Force regarding the investigation of the appearance of UFOs in Brazil. Currently, this collection gathers cases between 1952 and 2016.[96]
Unidentified_flying_object	In 1968, the SEFAA (previously CEFAA) began receiving case reports of the general public, civil aviators and the Chilean Air Force regarding the sightings or the appearance of UFOs in Chile, the initial work was an initiative of Sergio Bravo Flores who led the Chilean Committee for the Study of Unidentified Space Phenomena, supported even by the Chilean Scientific Society. Currently, the organization changed its denomination to SEFAA and its a department of the DGAC(Chile) which in turn depends on the Chilean Air Force.[97]
Unidentified_flying_object	"In Canada, the Department of National Defence has dealt with reports, sightings and investigations of UFOs across Canada. In addition to conducting investigations into crop circles in Duhamel, Alberta, it still considers ""unsolved"" the Falcon Lake incident in Manitoba and the Shag Harbour UFO incident in Nova Scotia.[98]"
Unidentified_flying_object	Early Canadian studies included Project Magnet (1950–1954) and Project Second Storey (1952–1954), supported by the Defence Research Board.
Unidentified_flying_object	U.S. investigations into UFOs include:
Unidentified_flying_object	In addition to these, thousands of documents released under FOIA also indicate that many U.S. intelligence agencies collected (and still collect) information on UFOs. These agencies include the Defense Intelligence Agency (DIA), FBI,[101] CIA, National Security Agency (NSA), as well as military intelligence agencies of the Army and U.S. Navy, in addition to the Air Force.[note 1]
Unidentified_flying_object	"Following the large U.S. surge in sightings in June and early July 1947, on July 9, 1947, United States Army Air Forces (USAAF) intelligence, in cooperation with the FBI,[101] began a formal investigation into selected sightings with characteristics that could not be immediately rationalized, such as Kenneth Arnold's. The USAAF used ""all of its top scientists"" to determine whether ""such a phenomenon could, in fact, occur"". The research was ""being conducted with the thought that the flying objects might be a celestial phenomenon,"" or that ""they might be a foreign body mechanically devised and controlled.""[102] Three weeks later in a preliminary defense estimate, the air force investigation decided that, ""This 'flying saucer' situation is not all imaginary or seeing too much in some natural phenomenon. Something is really flying around.""[103]"
Unidentified_flying_object	"A further review by the intelligence and technical divisions of the Air Materiel Command at Wright Field reached the same conclusion. It reported that ""the phenomenon is something real and not visionary or fictitious,"" and there were disc-shaped objects, metallic in appearance, as big as man-made aircraft. They were characterized by ""extreme rates of climb [and] maneuverability"", general lack of noise, absence of a trail, occasional formation flying, and ""evasive"" behavior ""when sighted or contacted by friendly aircraft and radar"", suggesting a controlled craft. It was therefore recommended in late September 1947 that an official Air Force investigation be set up. It was also recommended that other government agencies should assist in the investigation.[note 2]"
Unidentified_flying_object	Project Sign's final report, published in early 1949, stated that while some UFOs appeared to represent actual aircraft, there was not enough data to determine their origin.[104]
Unidentified_flying_object	The Air Force's Project Sign was created at the end of 1947, and was one of the earliest government studies to come to a secret extraterrestrial conclusion. In August 1948, Sign investigators wrote a top-secret intelligence estimate to that effect, but the Air Force Chief of Staff Hoyt Vandenberg ordered it destroyed. The existence of this suppressed report was revealed by several insiders who had read it, such as astronomer and USAF consultant J. Allen Hynek and Capt. Edward J. Ruppelt, the first head of the USAF's Project Blue Book.[105]
Unidentified_flying_object	"Another highly classified U.S. study was conducted by the CIA's Office of Scientific Investigation (OS/I) in the latter half of 1952 in response to orders from the National Security Council (NSC). This study concluded UFOs were real physical objects of potential threat to national security. One OS/I memo to the CIA Director (DCI) in December read that ""the reports of incidents convince us that there is something going on that must have immediate attention ... Sightings of unexplained objects at great altitudes and traveling at high speeds in the vicinity of major U.S. defense installations are of such a nature that they are not attributable to natural phenomena or any known types of aerial vehicles.""[106]"
Unidentified_flying_object	The matter was considered so urgent that OS/I drafted a memorandum from the DCI to the NSC proposing that the NSC establish an investigation of UFOs as a priority project throughout the intelligence and the defense research and development community. It also urged the DCI to establish an external research project of top-level scientists, now known as the Robertson Panel to analyze the problem of UFOs. The OS/I investigation was called off after the Robertson Panel's negative conclusions in January 1953.[106]
Unidentified_flying_object	"Project Sign was dismantled and became Project Grudge at the end of 1948. Angered by the low quality of investigations by Grudge, the Air Force Director of Intelligence reorganized it as Project Blue Book in late 1951, placing Ruppelt in charge. J. Allen Hynek, a trained astronomer who served as a scientific advisor for Project Blue Book, was initially skeptical of UFO reports, but eventually came to the conclusion that many of them could not be satisfactorily explained and was highly critical of what he described as ""the cavalier disregard by Project Blue Book of the principles of scientific investigation"".[107] Leaving government work, he founded the privately funded CUFOS, to whose work he devoted the rest of his life. Other private groups studying the phenomenon include the MUFON, a grassroots organization whose investigator's handbooks go into great detail on the documentation of alleged UFO sightings."
Unidentified_flying_object	"Air Force Regulation 200-2,[108] issued in 1953 and 1954, defined an Unidentified Flying Object (""UFOB"") as ""any airborne object which by performance, aerodynamic characteristics, or unusual features, does not conform to any presently known aircraft or missile type, or which cannot be positively identified as a familiar object."" The regulation also said UFOBs were to be investigated as a ""possible threat to the security of the United States"" and ""to determine technical aspects involved."" The regulation went on to say that ""it is permissible to inform news media representatives on UFOB's when the object is positively identified as a familiar object"" but added: ""For those objects which are not explainable, only the fact that ATIC [Air Technical Intelligence Center] will analyze the data is worthy of release, due to many unknowns involved.""[108]"
Unidentified_flying_object	"A public research effort conducted by the Condon Committee for the USAF and published as the Condon Report arrived at a negative conclusion in 1968.[109] Blue Book closed down in 1970, using the Condon Committee's negative conclusion as a rationale, thus ending official Air Force UFO investigations. However, a 1969 USAF document, known as the Bolender memo, along with later government documents, revealed that non-public U.S. government UFO investigations continued after 1970. The Bolender memo first stated that ""reports of unidentified flying objects that could affect national security ... are not part of the Blue Book system,"" indicating that more serious UFO incidents already were handled outside the public Blue Book investigation. The memo then added, ""reports of UFOs which could affect national security would continue to be handled through the standard Air Force procedures designed for this purpose.""[note 3]"
Unidentified_flying_object	In the late 1960s, a chapter on UFOs in the Space Sciences course at the U.S. Air Force Academy gave serious consideration to possible extraterrestrial origins. When word of the curriculum became public, in 1970, the Air Force issued a statement to the effect that the book was outdated and cadets instead were being informed of the Condon Report's negative conclusion.[110]
Unidentified_flying_object	"Controversy surrounded the report, both before and after its release. It has been observed that the report was ""harshly criticized by numerous scientists, particularly at the powerful AIAA ... [which] recommended moderate, but continuous scientific work on UFOs.""[109] In an address to the AAAS, James E. McDonald said he believed science had failed to mount adequate studies of the problem and criticized the Condon Report and earlier studies by the USAF as scientifically deficient. He also questioned the basis for Condon's conclusions[111] and argued that the reports of UFOs have been ""laughed out of scientific court"".[112] J. Allen Hynek, an astronomer who worked as a USAF consultant from 1948, sharply criticized the Condon Committee Report and later wrote two nontechnical books that set forth the case for continuing to investigate UFO reports."
Unidentified_flying_object	Ruppelt recounted his experiences with Project Blue Book, a USAF investigation that preceded Condon's.[113]
Unidentified_flying_object	"According to a 1979 New York Times report, ""records from the C.I.A., the F.B.I. and other Federal agencies"" (""about 900 documents—nearly 900 pages of memos, reports and correspondence"") obtained in 1978 through the Freedom of Information Act request, indicate that ""despite official pronouncements for decades that U.F.O.'s were nothing more than misidentified aerial objects and as such were no cause for alarm ... the phenomenon has aroused much serious behind‐the‐scenes concern"" in the US government. In particular, officials were concerned over the ""approximately 10%"" of UFO sightings which remained unexplained, and whether they might be Soviet aircraft and a threat to national security.[114] Officials were concerned about the ""risk of false alerts"", of ""falsely identifying the real as phantom"", and of mass hysteria caused by sightings. In 1947, Brigadier General George F. Schulgen of Army Air Corps Intelligence, warned ""the first reported sightings might have been by individuals of Communist sympathies with the view to causing hysteria and fear of a secret Russian weapon.""[114]"
Unidentified_flying_object	In November 2011, the White House released an official response to two petitions asking the U.S. government to acknowledge formally that aliens have visited this planet and to disclose any intentional withholding of government interactions with extraterrestrial beings. According to the response:
Unidentified_flying_object	The U.S. government has no evidence that any life exists outside our planet, or that an extraterrestrial presence has contacted or engaged any member of the human race...no credible information to suggest that any evidence is being hidden from the public's eye....
Unidentified_flying_object	— Statement by the White House[115][116]
Unidentified_flying_object	"The response further noted that efforts, like SETI and NASA's Kepler space telescope and Mars Science Laboratory, continue looking for signs of life. The response noted ""odds are pretty high"" that there may be life on other planets but ""the odds of us making contact with any of them—especially any intelligent ones—are extremely small, given the distances involved.""[115][116]"
Unidentified_flying_object	"On June 25, 2021, the Office of the Director of National Intelligence released a report on UAPs.[117] The report found that the UAPTF was unable to identify 143 objects spotted between 2004 and 2021. The report said that 18 of these featured unusual movement patterns or flight characteristics, adding that more analysis was needed to determine if those sightings represented ""breakthrough"" technology. The report said that ""some of these steps are resource-intensive and would require additional investment.""[118] The report did not link the sightings to extraterrestrial life.[119][120]"
Unidentified_flying_object	The Uruguayan Air Force has conducted UFO investigations since 1989 and reportedly analyzed 2,100 cases of which they regard approximately 2% as lacking explanation.[121]
Unidentified_flying_object	Many people reported UFO sightings in and around the Pudasjärvi area in the North Ostrobothnia region in the late 1960s and early 1970s.[122][123][124] UFO researchers and the press only became interested in UFOs in the area after a sighting in September 1969, after which UFO researchers from other parts of Finland and Sweden visited the area.[122] An earthquake light has been proposed as an explanation for the Pudasjärvi phenomena.[125]
Unidentified_flying_object	In March 2007, the French space agency CNES published an archive of UFO sightings and other phenomena online.[126]
Unidentified_flying_object	French studies include GEPAN/SEPRA/GEIPAN within CNES (French space agency), the longest ongoing government-sponsored investigation. About 22% of the 6,000 cases studied remain unexplained.[127] The official opinion of GEPAN/SEPRA/GEIPAN has been neutral, stating on their FAQ page that their mission is fact-finding for the scientific community, not rendering an opinion. They add they can neither prove nor disprove the Extraterrestrial Hypothesis (ETH), but their Steering Committee's clear position is that they cannot discard the possibility that some fraction of the very strange 22% of unexplained cases might be due to distant and advanced civilizations.[128]
Unidentified_flying_object	"Possibly their bias may be indicated by their use of the terms ""PAN"" (French) or ""UAP"" (English equivalent) for ""Unidentified Aerospace Phenomenon"" (whereas ""UAP"" is normally used by English organizations stands for ""Unidentified Aerial Phenomenon"", a more neutral term). In addition, the three heads of the studies have gone on record in stating that UFOs were real physical flying machines beyond our knowledge or that the best explanation for the most inexplicable cases was an extraterrestrial one.[129][130][131] In 2007, the CNES's own report stated that, at that time, 28% of sightings remained unidentified.[132]"
Unidentified_flying_object	In 2008, Michel Scheller, president of the Association Aéronautique et Astronautique de France (3AF), created the Sigma Commission. Its purpose was to investigate UFO phenomena worldwide.[133] A progress report published in May 2010 stated that the central hypothesis proposed by the COMETA report is perfectly credible.[134] In December 2012, the final report of the Sigma Commission was submitted to Scheller. Following the submission of the final report, the Sigma2 Commission is to be formed with a mandate to continue the scientific investigation of UFO phenomena.[135][136]
Unidentified_flying_object	Alleged UFO sightings gradually increased since the war, peaking in 1978 and 2005. The total number of sightings since 1947 are 18,500, of which 90% are identifiable.[137]
Unidentified_flying_object	"The UK's Flying Saucer Working Party published its final report in June 1951, which remained secret for over fifty years. The Working Party concluded that all UFO sightings could be explained as misidentifications of ordinary objects or phenomena, optical illusions, psychological misperceptions/aberrations, or hoaxes. The report stated: ""We accordingly recommend very strongly that no further investigation of reported mysterious aerial phenomena be undertaken, unless and until some material evidence becomes available.""[138]"
Unidentified_flying_object	Eight file collections on UFO sightings, dating from 1978 to 1987, were first released on May 14, 2008, to The National Archives by the Ministry of Defence (MoD).[139] Although kept secret from the public for many years, most of the files have low levels of classification and none are classified Top Secret. 200 files are set to be made public by 2012. The files are correspondence from the public sent to the British government and officials, such as the MoD and Margaret Thatcher. The MoD released the files under the Freedom of Information Act due to requests from researchers.[140] These files include, but are not limited to, UFOs over Liverpool and Waterloo Bridge in London.[141]
Unidentified_flying_object	"On October 20, 2008, more UFO files were released. One case released detailed that in 1991 an Alitalia passenger aircraft was approaching London Heathrow Airport when the pilots saw what they described as a ""cruise missile"" fly extremely close to the cockpit. The pilots believed a collision was imminent. UFO expert David Clarke says this is one of the most convincing cases for a UFO he has come across.[142]"
